transaction_id,store_id,store_format,checkout_id,transaction_hour,day_of_week,is_weekend,avg_basket_per_store,nb_items,transaction_duration_sec,nb_cancellations,fraud_pattern,is_synthetic_fraud,sec_per_item,cancel_ratio,items_vs_store_avg,store_avg_duration,duration_vs_store_avg,checkout_tx_count,store_tx_count,store_format_encoded,rule_reasons,rule_score,anomaly_flag,anomaly_score_raw,ml_risk_score,final_risk_score,final_flag
TX_004703,STORE_01,city,CHK_020,15,2,0,6,2,35,1,normal,0,17.5,0.5,0.3333333333333333,70.39753639417694,0.4971764893024735,110,893,0,high_cancel_ratio,20,0,0.07383083587142314,31.21,27.85,0
TX_001501,STORE_01,city,CHK_052,15,6,1,6,10,145,0,normal,0,14.5,0.0,1.6666666666666667,70.39753639417694,2.05973116996739,131,893,0,none,0,0,0.04362517313495906,39.75,27.82,0
TX_006967,STORE_01,city,CHK_049,21,5,1,6,11,76,1,normal,0,6.909090909090909,0.09090909090909091,1.8333333333333333,70.39753639417694,1.0795832339139424,101,893,0,none,0,0,0.04375644795584943,39.72,27.8,0
TX_000067,STORE_08,hyper,CHK_056,9,5,1,16,21,255,0,normal,0,12.142857142857142,0.0,1.3125,153.7780269058296,1.6582343077932493,119,892,3,none,0,0,0.043986171630275295,39.65,27.76,0
TX_003463,STORE_07,hyper,CHK_041,19,2,0,15,25,227,0,normal,0,9.08,0.0,1.6666666666666667,144.76382488479263,1.5680713063547014,129,868,3,none,0,0,0.04435054599549659,39.55,27.68,0
TX_001223,STORE_01,city,CHK_025,14,1,0,6,13,131,2,normal,0,10.076923076923077,0.15384615384615385,2.1666666666666665,70.39753639417694,1.8608605742464008,117,893,0,none,0,0,0.044367974274794,39.54,27.68,0
TX_006782,STORE_02,city,CHK_026,21,1,0,7,1,28,0,normal,0,28.0,0.0,0.14285714285714285,79.8921679909194,0.35047240179015415,129,881,0,none,0,0,0.044415225626764365,39.53,27.67,0
TX_000558,STORE_08,hyper,CHK_021,9,6,1,16,18,249,0,normal,0,13.833333333333334,0.0,1.125,153.7780269058296,1.61921702996282,118,892,3,none,0,0,0.044481851627321656,39.51,27.66,0
TX_006137,STORE_08,hyper,CHK_024,10,6,1,16,16,246,0,normal,0,15.375,0.0,1.0,153.7780269058296,1.5997083910476053,124,892,3,none,0,0,0.04451931767243689,39.5,27.65,0
TX_004546,STORE_01,city,CHK_038,19,5,1,6,3,43,1,normal,0,14.333333333333334,0.3333333333333333,0.5,70.39753639417694,0.6108168297144675,107,893,0,none,0,0,0.044537082982793796,39.49,27.64,0
TX_004905,STORE_05,retail_park,CHK_023,20,5,1,12,17,244,1,normal,0,14.352941176470589,0.058823529411764705,1.4166666666666667,124.02059496567506,1.9674151705813974,105,874,2,none,0,0,0.044575816251956946,39.48,27.64,0
TX_003870,STORE_01,city,CHK_037,10,5,1,6,4,67,0,normal,0,16.75,0.0,0.6666666666666666,70.39753639417694,0.9517378509504493,144,893,0,none,0,0,0.04466274811352211,39.46,27.62,0
TX_000464,STORE_08,hyper,CHK_023,11,6,1,16,18,184,2,normal,0,10.222222222222221,0.1111111111111111,1.125,153.7780269058296,1.1965298534665014,105,892,3,none,0,0,0.044920505593471494,39.39,27.57,0
TX_006372,STORE_03,mall,CHK_023,8,6,1,9,16,135,0,normal,0,8.4375,0.0,1.7777777777777777,97.91537544696067,1.3787415856167302,105,839,1,none,0,0,0.04498026536982769,39.37,27.56,0
TX_006058,STORE_01,city,CHK_052,19,1,0,6,12,111,2,normal,0,9.25,0.16666666666666666,2.0,70.39753639417694,1.5767597232164159,131,893,0,none,0,0,0.045097248941644574,39.34,27.54,0
TX_001549,STORE_03,mall,CHK_030,9,5,1,9,12,140,0,normal,0,11.666666666666666,0.0,1.3333333333333333,97.91537544696067,1.4298060887877202,85,839,1,none,0,0,0.04507395675301318,39.34,27.54,0
TX_001562,STORE_07,hyper,CHK_021,21,2,0,15,10,42,2,night_abnormal,1,4.2,0.2,0.6666666666666666,144.76382488479263,0.29012773069117825,118,868,3,none,0,0,0.04510923729521732,39.33,27.53,0
TX_002296,STORE_01,city,CHK_055,21,5,1,6,4,46,1,normal,0,11.5,0.25,0.6666666666666666,70.39753639417694,0.6534319573689652,108,893,0,none,0,0,0.045120585536359115,39.33,27.53,0
TX_003934,STORE_01,city,CHK_019,8,6,1,6,5,51,1,normal,0,10.2,0.2,0.8333333333333334,70.39753639417694,0.7244571701264614,103,893,0,none,0,0,0.04520884029931749,39.3,27.51,0
TX_005975,STORE_03,mall,CHK_020,20,4,0,9,11,167,2,normal,0,15.181818181818182,0.18181818181818182,1.2222222222222223,97.91537544696067,1.7055544059110663,110,839,1,none,0,0,0.045321677222581735,39.27,27.49,0
TX_000795,STORE_08,hyper,CHK_028,20,1,0,16,25,235,0,normal,0,9.4,0.0,1.5625,153.7780269058296,1.5281767150251513,121,892,3,none,0,0,0.04563331417680694,39.18,27.43,0
TX_000783,STORE_08,hyper,CHK_022,20,6,1,16,22,186,0,normal,0,8.454545454545455,0.0,1.375,153.7780269058296,1.2095356127433112,137,892,3,none,0,0,0.0456144243726847,39.19,27.43,0
TX_002468,STORE_08,hyper,CHK_012,18,6,1,16,26,171,0,normal,0,6.576923076923077,0.0,1.625,153.7780269058296,1.1119924181672378,119,892,3,none,0,0,0.045691388878184025,39.17,27.42,0
TX_004098,STORE_05,retail_park,CHK_031,8,5,1,12,12,133,4,many_cancellations,1,11.083333333333334,0.3333333333333333,1.0,124.02059496567506,1.072402531505434,113,874,2,none,0,0,0.045720199841612574,39.16,27.41,0
TX_004029,STORE_03,mall,CHK_018,20,6,1,9,15,140,1,normal,0,9.333333333333334,0.06666666666666667,1.6666666666666667,97.91537544696067,1.4298060887877202,127,839,1,none,0,0,0.04579111228156807,39.14,27.4,0
TX_001391,STORE_07,hyper,CHK_037,16,1,0,15,10,74,2,normal,0,7.4,0.2,0.6666666666666666,144.76382488479263,0.5111774302654093,144,868,3,none,0,0,0.04574143552865262,39.15,27.4,0
TX_004315,STORE_08,hyper,CHK_048,21,6,1,16,23,199,0,normal,0,8.652173913043478,0.0,1.4375,153.7780269058296,1.294073048042575,111,892,3,none,0,0,0.045836440371332166,39.13,27.39,0
TX_003711,STORE_01,city,CHK_023,11,3,0,6,5,51,2,normal,0,10.2,0.4,0.8333333333333334,70.39753639417694,0.7244571701264614,105,893,0,high_cancel_ratio,20,0,0.07615292344262237,30.55,27.38,0
TX_005974,STORE_08,hyper,CHK_056,10,5,1,16,26,201,0,normal,0,7.730769230769231,0.0,1.625,153.7780269058296,1.3070788073193846,119,892,3,none,0,0,0.045949632655243655,39.1,27.37,0
TX_002931,STORE_08,hyper,CHK_060,16,1,0,16,22,290,0,normal,0,13.181818181818182,0.0,1.375,153.7780269058296,1.8858350951374208,118,892,3,none,0,0,0.04596413428244328,39.09,27.36,0
TX_004448,STORE_01,city,CHK_041,16,0,0,6,1,29,0,normal,0,29.0,0.0,0.16666666666666666,70.39753639417694,0.4119462339934781,129,893,0,none,0,0,0.04600692893113956,39.08,27.36,0
TX_003746,STORE_01,city,CHK_045,19,1,0,6,1,30,0,normal,0,30.0,0.0,0.16666666666666666,70.39753639417694,0.4261512765449773,107,893,0,none,0,0,0.04608859547121047,39.06,27.34,0
TX_004967,STORE_01,city,CHK_016,9,2,0,6,1,28,0,normal,0,28.0,0.0,0.16666666666666666,70.39753639417694,0.3977411914419788,109,893,0,none,0,0,0.046259982458243476,39.01,27.31,0
TX_003875,STORE_08,hyper,CHK_022,9,1,0,16,9,58,1,normal,0,6.444444444444445,0.1111111111111111,0.5625,153.7780269058296,0.3771670190274842,137,892,3,none,0,0,0.046324620551810636,38.99,27.29,0
TX_000242,STORE_03,mall,CHK_037,12,1,0,9,4,46,1,normal,0,11.5,0.25,0.4444444444444444,97.91537544696067,0.46979342917310807,144,839,1,none,0,0,0.046342812028372427,38.98,27.29,0
TX_003093,STORE_01,city,CHK_005,15,6,1,6,3,50,1,normal,0,16.666666666666668,0.3333333333333333,0.5,70.39753639417694,0.7102521275749621,118,893,0,none,0,0,0.046492972887824946,38.94,27.26,0
TX_000192,STORE_01,city,CHK_012,19,6,1,6,11,122,1,normal,0,11.090909090909092,0.09090909090909091,1.8333333333333333,70.39753639417694,1.7330151912829077,119,893,0,none,0,0,0.04654313814637778,38.93,27.25,0
TX_006530,STORE_02,city,CHK_039,10,0,0,7,1,26,0,normal,0,26.0,0.0,0.14285714285714285,79.8921679909194,0.32543865880514317,130,881,0,none,0,0,0.046540662176126624,38.93,27.25,0
TX_004969,STORE_04,mall,CHK_011,13,6,1,10,18,190,2,normal,0,10.555555555555555,0.1111111111111111,1.8,105.14285714285714,1.8070652173913044,117,875,1,none,0,0,0.04657542869656672,38.92,27.24,0
TX_003345,STORE_01,city,CHK_008,9,4,0,6,1,28,0,normal,0,28.0,0.0,0.16666666666666666,70.39753639417694,0.3977411914419788,126,893,0,none,0,0,0.04655787500513453,38.92,27.24,0
TX_006724,STORE_03,mall,CHK_049,8,6,1,9,13,136,1,normal,0,10.461538461538462,0.07692307692307693,1.4444444444444444,97.91537544696067,1.3889544862509282,101,839,1,none,0,0,0.046716656759273056,38.88,27.22,0
TX_005913,STORE_01,city,CHK_003,10,6,1,6,3,34,1,normal,0,11.333333333333334,0.3333333333333333,0.5,70.39753639417694,0.48297144675097425,120,893,0,none,0,0,0.046695520703280535,38.88,27.22,0
TX_002002,STORE_02,city,CHK_022,15,5,1,7,12,155,1,normal,0,12.916666666666666,0.08333333333333333,1.7142857142857142,79.8921679909194,1.9401150813383534,137,881,0,none,0,0,0.0468288501121874,38.85,27.2,0
TX_002403,STORE_01,city,CHK_030,16,4,0,6,13,114,1,normal,0,8.76923076923077,0.07692307692307693,2.1666666666666665,70.39753639417694,1.6193748508709136,85,893,0,none,0,0,0.04678742911608824,38.86,27.2,0
TX_002397,STORE_01,city,CHK_035,19,3,0,6,1,30,0,normal,0,30.0,0.0,0.16666666666666666,70.39753639417694,0.4261512765449773,102,893,0,none,0,0,0.04684409287207503,38.84,27.19,0
TX_004017,STORE_07,hyper,CHK_029,9,6,1,15,20,175,2,normal,0,8.75,0.1,1.3333333333333333,144.76382488479263,1.208865544546576,115,868,3,none,0,0,0.04697786116224412,38.8,27.16,0
TX_006890,STORE_06,retail_park,CHK_039,19,5,1,13,19,222,2,normal,0,11.68421052631579,0.10526315789473684,1.4615384615384615,129.70387243735763,1.71159114857745,130,878,2,none,0,0,0.047059151971551305,38.78,27.15,0
TX_000565,STORE_08,hyper,CHK_050,13,5,1,16,22,260,0,normal,0,11.818181818181818,0.0,1.375,153.7780269058296,1.6907487059852737,110,892,3,none,0,0,0.04724566192765689,38.73,27.11,0
TX_002162,STORE_07,hyper,CHK_048,18,4,0,15,21,268,1,normal,0,12.761904761904763,0.047619047619047616,1.4,144.76382488479263,1.851291233934185,111,868,3,none,0,0,0.04726738075318471,38.72,27.1,0
TX_003245,STORE_07,hyper,CHK_046,13,6,1,15,22,196,1,normal,0,8.909090909090908,0.045454545454545456,1.4666666666666666,144.76382488479263,1.353929409892165,136,868,3,none,0,0,0.04732613226561311,38.71,27.1,0
TX_005870,STORE_08,hyper,CHK_020,18,6,1,16,25,215,0,normal,0,8.6,0.0,1.5625,153.7780269058296,1.3981191222570533,110,892,3,none,0,0,0.047350608855635246,38.7,27.09,0
TX_002792,STORE_08,hyper,CHK_002,19,6,1,16,10,68,1,normal,0,6.8,0.1,0.625,153.7780269058296,0.44219581541153313,122,892,3,none,0,0,0.04741527493383102,38.68,27.08,0
TX_006770,STORE_05,retail_park,CHK_018,17,6,1,12,21,239,0,normal,0,11.380952380952381,0.0,1.75,124.02059496567506,1.927099285938336,127,874,2,none,0,0,0.04743224589701789,38.68,27.08,0
TX_005731,STORE_08,hyper,CHK_056,15,5,1,16,25,238,0,normal,0,9.52,0.0,1.5625,153.7780269058296,1.547685353940366,119,892,3,none,0,0,0.04744946806751604,38.67,27.07,0
TX_001892,STORE_03,mall,CHK_012,13,0,0,9,16,188,1,normal,0,11.75,0.0625,1.7777777777777777,97.91537544696067,1.9200253192292243,119,839,1,none,0,0,0.047478811792816655,38.66,27.06,0
TX_000420,STORE_07,hyper,CHK_030,21,0,0,15,18,95,1,normal,0,5.277777777777778,0.05555555555555555,1.2,144.76382488479263,0.6562412956109984,85,868,3,none,0,0,0.04756299743174075,38.64,27.05,0
TX_004592,STORE_01,city,CHK_032,9,3,0,6,1,29,0,normal,0,29.0,0.0,0.16666666666666666,70.39753639417694,0.4119462339934781,110,893,0,none,0,0,0.047540317836875734,38.65,27.05,0
TX_005275,STORE_03,mall,CHK_045,19,6,1,9,14,167,0,normal,0,11.928571428571429,0.0,1.5555555555555556,97.91537544696067,1.7055544059110663,107,839,1,none,0,0,0.047606343147644226,38.63,27.04,0
TX_000804,STORE_02,city,CHK_056,9,3,0,7,4,52,2,normal,0,13.0,0.5,0.5714285714285714,79.8921679909194,0.6508773176102863,119,881,0,high_cancel_ratio,20,0,0.07798030750705365,30.03,27.02,0
TX_000254,STORE_01,city,CHK_037,19,1,0,6,11,116,1,normal,0,10.545454545454545,0.09090909090909091,1.8333333333333333,70.39753639417694,1.6477849359739123,144,893,0,none,0,0,0.04774569086870217,38.59,27.01,0
TX_006132,STORE_07,hyper,CHK_047,8,5,1,15,21,105,0,normal,0,5.0,0.0,1.4,144.76382488479263,0.7253193267279455,133,868,3,none,0,0,0.047776517608770774,38.58,27.01,0
TX_000618,STORE_07,hyper,CHK_030,21,5,1,15,14,108,0,normal,0,7.714285714285714,0.0,0.9333333333333333,144.76382488479263,0.7460427360630297,85,868,3,none,0,0,0.0477451914419863,38.59,27.01,0
TX_006159,STORE_03,mall,CHK_037,18,6,1,9,10,116,1,normal,0,11.6,0.1,1.1111111111111112,97.91537544696067,1.184696473566968,144,839,1,none,0,0,0.047735810104427956,38.59,27.01,0
TX_005209,STORE_07,hyper,CHK_043,13,5,1,15,24,236,0,normal,0,9.833333333333334,0.0,1.6,144.76382488479263,1.630241534359954,114,868,3,none,0,0,0.04783931364545124,38.56,26.99,0
TX_004265,STORE_01,city,CHK_041,16,6,1,6,8,91,2,normal,0,11.375,0.25,1.3333333333333333,70.39753639417694,1.2926588721864312,129,893,0,none,0,0,0.047902191398937366,38.54,26.98,0
TX_006597,STORE_08,hyper,CHK_012,10,0,0,16,24,211,1,normal,0,8.791666666666666,0.041666666666666664,1.5,153.7780269058296,1.3721076037034337,119,892,3,none,0,0,0.047945149340139714,38.53,26.97,0
TX_003604,STORE_05,retail_park,CHK_042,17,6,1,12,17,221,2,normal,0,13.0,0.11764705882352941,1.4166666666666667,124.02059496567506,1.7819621012233149,114,874,2,none,0,0,0.047975351866666904,38.52,26.96,0
TX_003763,STORE_01,city,CHK_034,9,6,1,6,9,113,0,normal,0,12.555555555555555,0.0,1.5,70.39753639417694,1.6051698083194144,100,893,0,none,0,0,0.04801289284528765,38.51,26.96,0
TX_005510,STORE_01,city,CHK_050,16,3,0,6,2,38,1,normal,0,19.0,0.5,0.3333333333333333,70.39753639417694,0.5397916169569712,110,893,0,high_cancel_ratio,20,0,0.07826839354517917,29.95,26.96,0
TX_004013,STORE_01,city,CHK_010,15,3,0,6,1,30,0,normal,0,30.0,0.0,0.16666666666666666,70.39753639417694,0.4261512765449773,98,893,0,none,0,0,0.0482404853595092,38.45,26.92,0
TX_006041,STORE_01,city,CHK_046,9,6,1,6,3,47,0,normal,0,15.666666666666666,0.0,0.5,70.39753639417694,0.6676369999204644,136,893,0,none,0,0,0.04842027012182881,38.4,26.88,0
TX_004101,STORE_01,city,CHK_024,8,5,1,6,2,38,0,normal,0,19.0,0.0,0.3333333333333333,70.39753639417694,0.5397916169569712,124,893,0,none,0,0,0.04842091464852494,38.4,26.88,0
TX_005948,STORE_03,mall,CHK_002,8,1,0,9,2,36,0,normal,0,18.0,0.0,0.2222222222222222,97.91537544696067,0.36766442283112805,122,839,1,none,0,0,0.048476249017809114,38.38,26.87,0
TX_003050,STORE_02,city,CHK_045,17,3,0,7,8,63,3,normal,0,7.875,0.375,1.1428571428571428,79.8921679909194,0.7885629040278469,107,881,0,high_cancel_ratio,20,0,0.07880784106410987,29.8,26.86,0
TX_006575,STORE_01,city,CHK_047,17,5,1,6,10,138,0,normal,0,13.8,0.0,1.6666666666666667,70.39753639417694,1.9602958721068955,133,893,0,none,0,0,0.048579199482674196,38.35,26.84,0
TX_003285,STORE_03,mall,CHK_046,15,6,1,9,6,67,1,normal,0,11.166666666666666,0.16666666666666666,0.6666666666666666,97.91537544696067,0.6842643424912661,136,839,1,none,0,0,0.04866629808118339,38.33,26.83,0
TX_001292,STORE_05,retail_park,CHK_049,13,5,1,12,16,247,1,normal,0,15.4375,0.0625,1.3333333333333333,124.02059496567506,1.9916047013672342,101,874,2,none,0,0,0.0487289297752348,38.31,26.82,0
TX_005985,STORE_01,city,CHK_024,8,5,1,6,2,37,0,normal,0,18.5,0.0,0.3333333333333333,70.39753639417694,0.525586574405472,124,893,0,none,0,0,0.048726259513750425,38.31,26.82,0
TX_003116,STORE_05,retail_park,CHK_037,21,4,0,12,13,120,4,many_cancellations,1,9.23076923076923,0.3076923076923077,1.0833333333333333,124.02059496567506,0.9675812314334742,144,874,2,none,0,0,0.04884845773969326,38.28,26.8,0
TX_000535,STORE_06,retail_park,CHK_037,17,3,0,13,18,192,3,normal,0,10.666666666666666,0.16666666666666666,1.3846153846153846,129.70387243735763,1.4802950474183352,144,878,2,none,0,0,0.048798897641550876,38.29,26.8,0
TX_005484,STORE_03,mall,CHK_030,10,2,0,9,11,163,0,normal,0,14.818181818181818,0.0,1.2222222222222223,97.91537544696067,1.6647028033742741,85,839,1,none,0,0,0.04893385148855778,38.25,26.78,0
TX_003190,STORE_04,mall,CHK_047,8,6,1,10,16,204,0,normal,0,12.75,0.0,1.6,105.14285714285714,1.940217391304348,133,875,1,none,0,0,0.04911630638738995,38.2,26.74,0
TX_006190,STORE_07,hyper,CHK_051,18,6,1,15,21,185,2,normal,0,8.80952380952381,0.09523809523809523,1.4,144.76382488479263,1.2779435756635231,121,868,3,none,0,0,0.04912806252141544,38.2,26.74,0
TX_001663,STORE_04,mall,CHK_037,8,5,1,10,16,173,0,normal,0,10.8125,0.0,1.6,105.14285714285714,1.6453804347826089,144,875,1,none,0,0,0.049152943607362554,38.19,26.73,0
TX_002060,STORE_01,city,CHK_032,8,6,1,6,10,111,1,normal,0,11.1,0.1,1.6666666666666667,70.39753639417694,1.5767597232164159,110,893,0,none,0,0,0.04919014911408892,38.18,26.73,0
TX_003370,STORE_06,retail_park,CHK_042,19,0,0,13,24,205,0,normal,0,8.541666666666666,0.0,1.8461538461538463,129.70387243735763,1.5805233579206182,114,878,2,none,0,0,0.049325006896570045,38.14,26.7,0
TX_000457,STORE_02,city,CHK_037,19,6,1,7,11,131,0,normal,0,11.909090909090908,0.0,1.5714285714285714,79.8921679909194,1.6397101655182214,144,881,0,none,0,0,0.049331305591789,38.14,26.7,0
TX_003215,STORE_03,mall,CHK_037,13,0,0,9,3,56,0,normal,0,18.666666666666668,0.0,0.3333333333333333,97.91537544696067,0.571922435515088,144,839,1,none,0,0,0.049335184201861226,38.14,26.7,0
TX_006018,STORE_01,city,CHK_032,17,6,1,6,3,41,1,normal,0,13.666666666666666,0.3333333333333333,0.5,70.39753639417694,0.5824067446114689,110,893,0,none,0,0,0.049399682419981494,38.12,26.68,0
TX_005654,STORE_01,city,CHK_038,18,5,1,6,9,107,2,normal,0,11.88888888888889,0.2222222222222222,1.5,70.39753639417694,1.519939553010419,107,893,0,none,0,0,0.049500469170072114,38.09,26.66,0
TX_005506,STORE_01,city,CHK_042,21,2,0,6,1,25,0,normal,0,25.0,0.0,0.16666666666666666,70.39753639417694,0.35512606378748107,114,893,0,none,0,0,0.04952276032182368,38.08,26.66,0
TX_004749,STORE_08,hyper,CHK_046,21,2,0,16,20,229,1,normal,0,11.45,0.05,1.25,153.7780269058296,1.4891594371947219,136,892,3,none,0,0,0.04981681360657397,38.0,26.6,0
TX_005965,STORE_08,hyper,CHK_054,21,5,1,16,23,191,1,normal,0,8.304347826086957,0.043478260869565216,1.4375,153.7780269058296,1.2420500109353358,119,892,3,none,0,0,0.04988646130981611,37.98,26.59,0
TX_000612,STORE_01,city,CHK_026,20,5,1,6,11,122,0,normal,0,11.090909090909092,0.0,1.8333333333333333,70.39753639417694,1.7330151912829077,129,893,0,none,0,0,0.049981023391155066,37.95,26.56,0
TX_002241,STORE_08,hyper,CHK_050,21,0,0,16,24,194,0,normal,0,8.083333333333334,0.0,1.5,153.7780269058296,1.2615586498505504,110,892,3,none,0,0,0.050111115743592394,37.92,26.54,0
TX_000298,STORE_08,hyper,CHK_048,9,0,0,16,19,56,0,normal,0,2.9473684210526314,0.0,1.1875,153.7780269058296,0.36416125975067437,111,892,3,none,0,0,0.050101012616461826,37.92,26.54,0
TX_003083,STORE_07,hyper,CHK_036,20,5,1,15,22,236,0,normal,0,10.727272727272727,0.0,1.4666666666666666,144.76382488479263,1.630241534359954,124,868,3,none,0,0,0.05017479312363171,37.9,26.53,0
TX_004504,STORE_07,hyper,CHK_010,9,3,0,15,11,63,2,normal,0,5.7272727272727275,0.18181818181818182,0.7333333333333333,144.76382488479263,0.4351915960367673,98,868,3,none,0,0,0.05031041444673934,37.86,26.5,0
TX_002114,STORE_02,city,CHK_031,20,0,0,7,1,28,0,normal,0,28.0,0.0,0.14285714285714285,79.8921679909194,0.35047240179015415,113,881,0,none,0,0,0.05031515821314947,37.86,26.5,0
TX_005233,STORE_08,hyper,CHK_030,11,3,0,16,16,185,2,normal,0,11.5625,0.125,1.0,153.7780269058296,1.2030327331049064,85,892,3,none,0,0,0.05039445166192136,37.84,26.49,0
TX_002251,STORE_02,city,CHK_041,11,1,0,7,1,27,0,normal,0,27.0,0.0,0.14285714285714285,79.8921679909194,0.3379555302976487,129,881,0,none,0,0,0.05050521105164529,37.81,26.47,0
TX_003049,STORE_08,hyper,CHK_040,17,0,0,16,22,255,0,normal,0,11.590909090909092,0.0,1.375,153.7780269058296,1.6582343077932493,122,892,3,none,0,0,0.05047358573180638,37.82,26.47,0
TX_004451,STORE_03,mall,CHK_050,20,1,0,9,3,44,1,normal,0,14.666666666666666,0.3333333333333333,0.3333333333333333,97.91537544696067,0.4493676279047121,110,839,1,none,0,0,0.05052889682199113,37.8,26.46,0
TX_002633,STORE_02,city,CHK_022,8,5,1,7,8,120,1,normal,0,15.0,0.125,1.1428571428571428,79.8921679909194,1.5020245791006608,137,881,0,none,0,0,0.05053061752311594,37.8,26.46,0
TX_004188,STORE_02,city,CHK_054,11,5,1,7,14,133,2,normal,0,9.5,0.14285714285714285,2.0,79.8921679909194,1.6647439085032323,119,881,0,none,0,0,0.05060133344020157,37.78,26.45,0
TX_000798,STORE_08,hyper,CHK_049,8,6,1,16,19,173,1,normal,0,9.105263157894736,0.05263157894736842,1.1875,153.7780269058296,1.1249981774440476,101,892,3,none,0,0,0.05064867587565858,37.77,26.44,0
TX_006383,STORE_01,city,CHK_045,8,6,1,6,8,106,1,normal,0,13.25,0.125,1.3333333333333333,70.39753639417694,1.5057345104589197,107,893,0,none,0,0,0.050652418697293755,37.76,26.43,0
TX_000121,STORE_01,city,CHK_022,18,5,1,6,10,118,0,normal,0,11.8,0.0,1.6666666666666667,70.39753639417694,1.6761950210769108,137,893,0,none,0,0,0.05065905043008789,37.76,26.43,0
TX_000772,STORE_01,city,CHK_013,20,1,0,6,12,149,0,normal,0,12.416666666666666,0.0,2.0,70.39753639417694,2.116551340173387,122,893,0,none,0,0,0.05077930684980014,37.73,26.41,0
TX_002290,STORE_07,hyper,CHK_039,19,6,1,15,17,239,0,normal,0,14.058823529411764,0.0,1.1333333333333333,144.76382488479263,1.650964943695038,130,868,3,none,0,0,0.05083906058999044,37.71,26.4,0
TX_005315,STORE_03,mall,CHK_022,13,5,1,9,5,41,0,normal,0,8.2,0.0,0.5555555555555556,97.91537544696067,0.41872892600211803,137,839,1,none,0,0,0.05081492546860433,37.72,26.4,0
TX_000482,STORE_03,mall,CHK_008,21,6,1,9,12,153,1,normal,0,12.75,0.08333333333333333,1.3333333333333333,97.91537544696067,1.5625737970322942,126,839,1,none,0,0,0.05091491204256715,37.69,26.38,0
TX_000204,STORE_02,city,CHK_005,21,5,1,7,3,40,1,normal,0,13.333333333333334,0.3333333333333333,0.42857142857142855,79.8921679909194,0.5006748597002203,118,881,0,none,0,0,0.050989057916492,37.67,26.37,0
TX_006320,STORE_02,city,CHK_037,18,6,1,7,5,60,1,normal,0,12.0,0.2,0.7142857142857143,79.8921679909194,0.7510122895503304,144,881,0,none,0,0,0.05102280827683503,37.66,26.36,0
TX_002155,STORE_08,hyper,CHK_010,17,5,1,16,16,233,0,normal,0,14.5625,0.0,1.0,153.7780269058296,1.5151709557483415,98,892,3,none,0,0,0.051048245501250644,37.65,26.35,0
TX_000240,STORE_04,mall,CHK_039,19,6,1,10,9,110,3,normal,0,12.222222222222221,0.3333333333333333,0.9,105.14285714285714,1.046195652173913,130,875,1,none,0,0,0.051129199235405154,37.63,26.34,0
TX_000990,STORE_01,city,CHK_040,14,0,0,6,14,128,0,normal,0,9.142857142857142,0.0,2.3333333333333335,70.39753639417694,1.8182454465919031,122,893,0,none,0,0,0.05121628426461233,37.61,26.33,0
TX_004888,STORE_07,hyper,CHK_009,19,0,0,15,23,201,1,normal,0,8.73913043478261,0.043478260869565216,1.5333333333333334,144.76382488479263,1.3884684254506388,127,868,3,none,0,0,0.05139284820942169,37.56,26.29,0
TX_003013,STORE_03,mall,CHK_022,12,6,1,9,5,77,0,normal,0,15.4,0.0,0.5555555555555556,97.91537544696067,0.7863933488332461,137,839,1,none,0,0,0.051378761298935594,37.56,26.29,0
TX_002637,STORE_06,retail_park,CHK_008,14,4,0,13,10,99,4,many_cancellations,1,9.9,0.4,0.7692307692307693,129.70387243735763,0.763277133825079,126,878,2,high_cancel_ratio,20,0,0.0817503637335753,28.97,26.28,0
TX_002113,STORE_08,hyper,CHK_026,19,5,1,16,23,186,1,normal,0,8.08695652173913,0.043478260869565216,1.4375,153.7780269058296,1.2095356127433112,129,892,3,none,0,0,0.05161618843252702,37.49,26.24,0
TX_001583,STORE_07,hyper,CHK_004,12,0,0,15,24,220,0,normal,0,9.166666666666666,0.0,1.6,144.76382488479263,1.5197166845728383,114,868,3,none,0,0,0.05177409949283629,37.45,26.22,0
TX_006542,STORE_02,city,CHK_012,8,3,0,7,1,27,0,normal,0,27.0,0.0,0.14285714285714285,79.8921679909194,0.3379555302976487,119,881,0,none,0,0,0.05177847375026867,37.45,26.22,0
TX_001836,STORE_02,city,CHK_043,18,6,1,7,13,156,1,normal,0,12.0,0.07692307692307693,1.8571428571428572,79.8921679909194,1.9526319528308589,114,881,0,none,0,0,0.05184078246504342,37.43,26.2,0
TX_000809,STORE_01,city,CHK_037,18,5,1,6,3,45,0,normal,0,15.0,0.0,0.5,70.39753639417694,0.639226914817466,144,893,0,none,0,0,0.05195909838214996,37.4,26.18,0
TX_003400,STORE_07,hyper,CHK_014,20,6,1,15,25,158,0,normal,0,6.32,0.0,1.6666666666666667,144.76382488479263,1.0914328916477658,114,868,3,none,0,0,0.05200047004906261,37.38,26.17,0
TX_003889,STORE_08,hyper,CHK_037,10,0,0,16,14,67,0,normal,0,4.785714285714286,0.0,0.875,153.7780269058296,0.43569293577312823,144,892,3,none,0,0,0.05196159081528773,37.39,26.17,0
TX_001000,STORE_08,hyper,CHK_017,12,6,1,16,25,151,0,normal,0,6.04,0.0,1.5625,153.7780269058296,0.9819348253991398,124,892,3,none,0,0,0.05203813725651685,37.37,26.16,0
