transaction_id,store_id,store_format,checkout_id,transaction_hour,day_of_week,is_weekend,avg_basket_per_store,nb_items,transaction_duration_sec,nb_cancellations,fraud_pattern,is_synthetic_fraud,sec_per_item,cancel_ratio,items_vs_store_avg,store_avg_duration,duration_vs_store_avg,checkout_tx_count,store_tx_count,store_format_encoded,rule_reasons,rule_score,anomaly_score_raw,ml_risk_score,final_risk_score,risk_level,action,final_flag
TX_001296,STORE_07,hyper,CHK_025,19,0,0,15,18,263,1,normal,0,14.61111111111111,0.05555555555555555,1.2,149.55452436194895,1.758555958918986,123,862,3,none,0,0.025991644440868433,37.12,22.27,low,OK,0
TX_001297,STORE_07,hyper,CHK_049,9,0,0,15,17,169,0,normal,0,9.941176470588236,0.0,1.1333333333333333,149.55452436194895,1.1300226504080177,118,862,3,none,0,0.09692102366915423,14.82,8.89,low,OK,0
TX_001298,STORE_06,retail_park,CHK_051,15,6,1,13,17,193,1,normal,0,11.352941176470589,0.058823529411764705,1.3076923076923077,131.8413407821229,1.4638807437414194,121,895,2,none,0,0.06260138335309229,25.61,15.37,low,OK,0
TX_001299,STORE_08,hyper,CHK_025,8,6,1,16,23,194,0,normal,0,8.434782608695652,0.0,1.4375,153.91869918699186,1.2604056623705895,123,861,3,none,0,0.024895202492895785,37.47,22.48,low,OK,0
TX_001300,STORE_01,city,CHK_034,13,0,0,6,5,54,0,normal,0,10.8,0.0,0.8333333333333334,69.33370535714286,0.778841974791945,122,896,0,none,0,0.0946829890632791,15.52,9.31,low,OK,0
TX_001301,STORE_04,mall,CHK_041,12,1,0,10,11,77,2,normal,0,7.0,0.18181818181818182,1.1,104.49385474860335,0.7368854387203011,122,895,1,none,0,0.07932626762469763,20.35,12.21,low,OK,0
TX_001302,STORE_07,hyper,CHK_031,12,6,1,15,18,207,1,normal,0,11.5,0.05555555555555555,1.2,149.55452436194895,1.384110583635856,118,862,3,none,0,0.050100741013451466,29.54,17.72,low,OK,0
TX_001303,STORE_01,city,CHK_007,14,4,0,6,13,137,0,normal,0,10.538461538461538,0.0,2.1666666666666665,69.33370535714286,1.9759509360462308,125,896,0,none,0,0.026202284667034004,37.06,22.24,low,OK,0
TX_001304,STORE_01,city,CHK_051,8,5,1,6,28,59,0,basket_inconsistent_with_store,1,2.107142857142857,0.0,4.666666666666667,69.33370535714286,0.8509569724578658,121,896,0,"too_fast, basket_too_large, edge_hour_fast_pattern",70,-0.060864535869109115,64.43,66.66,high,REVIEW,1
TX_001305,STORE_08,hyper,CHK_056,8,5,1,16,25,348,1,normal,0,13.92,0.04,1.5625,153.91869918699186,2.2609338685822946,113,861,3,none,0,-0.0567842319536106,63.15,37.89,low,OK,0
TX_001306,STORE_01,city,CHK_011,16,0,0,6,1,31,0,normal,0,31.0,0.0,0.16666666666666666,69.33370535714286,0.44711298552870915,108,896,0,basket_too_small,15,0.009702871419095871,42.24,31.34,low,OK,0
TX_001307,STORE_07,hyper,CHK_045,20,3,0,15,10,118,0,normal,0,11.8,0.0,0.6666666666666666,149.55452436194895,0.7890098979180242,112,862,3,none,0,0.10182523134370675,13.28,7.97,low,OK,0
TX_001308,STORE_03,mall,CHK_048,15,4,0,9,9,85,1,normal,0,9.444444444444445,0.1111111111111111,1.0,98.02662037037037,0.8671113997284373,119,864,1,none,0,0.12446775730893539,6.16,3.7,low,OK,0
TX_001309,STORE_08,hyper,CHK_053,20,2,0,16,10,135,0,normal,0,13.5,0.0,0.625,153.91869918699186,0.877086414536235,125,861,3,none,0,0.08225258410379765,19.43,11.66,low,OK,0
TX_001310,STORE_04,mall,CHK_023,17,6,1,10,13,116,1,normal,0,8.923076923076923,0.07692307692307693,1.3,104.49385474860335,1.1101131284617523,125,895,1,none,0,0.08150066444846865,19.67,11.8,low,OK,0
TX_001311,STORE_08,hyper,CHK_049,15,2,0,16,13,135,0,normal,0,10.384615384615385,0.0,0.8125,153.91869918699186,0.877086414536235,118,861,3,none,0,0.11588694216575146,8.86,5.32,low,OK,0
TX_001312,STORE_03,mall,CHK_038,8,1,0,9,3,513,0,too_slow_for_few_items,1,171.0,0.0,0.3333333333333333,98.02662037037037,5.233272330125746,123,864,1,extremely_slow,35,-0.09325511666635822,74.61,58.77,medium,MONITOR,1
TX_001313,STORE_03,mall,CHK_029,9,1,0,9,2,642,0,too_slow_for_few_items,1,321.0,0.0,0.2222222222222222,98.02662037037037,6.5492413955959625,118,864,1,"extremely_slow, basket_too_small",50,-0.1096121151098639,79.76,67.86,high,REVIEW,1
TX_001314,STORE_03,mall,CHK_028,11,0,0,9,7,65,0,normal,0,9.285714285714286,0.0,0.7777777777777778,98.02662037037037,0.6630851880276286,125,864,1,none,0,0.11388273884579153,9.49,5.69,low,OK,0
TX_001315,STORE_01,city,CHK_025,20,3,0,6,3,46,1,normal,0,15.333333333333334,0.3333333333333333,0.5,69.33370535714286,0.6634579785264716,123,896,0,high_cancel_ratio,15,0.04089173088286946,32.44,25.46,low,OK,0
TX_001316,STORE_08,hyper,CHK_014,8,5,1,16,18,196,0,normal,0,10.88888888888889,0.0,1.125,153.91869918699186,1.2733995351785339,108,861,3,none,0,0.05247021434938687,28.8,17.28,low,OK,0
TX_001317,STORE_06,retail_park,CHK_039,20,0,0,13,18,160,0,normal,0,8.88888888888889,0.0,1.3846153846153846,131.8413407821229,1.2135798911845963,130,895,2,none,0,0.06845042397117379,23.77,14.26,low,OK,0
TX_001318,STORE_07,hyper,CHK_011,20,5,1,15,21,184,0,normal,0,8.761904761904763,0.0,1.4,149.55452436194895,1.2303205187874275,108,862,3,none,0,0.05631686651981721,27.59,16.55,low,OK,0
TX_001319,STORE_06,retail_park,CHK_021,19,0,0,13,14,121,0,normal,0,8.642857142857142,0.0,1.0769230769230769,131.8413407821229,0.917769792708351,110,895,2,none,0,0.10581858597665611,12.02,7.21,low,OK,0
TX_001320,STORE_02,city,CHK_031,12,3,0,7,7,77,0,normal,0,11.0,0.0,1.0,79.71461716937355,0.9659458043484588,118,862,0,none,0,0.1213616747885281,7.14,4.28,low,OK,0
TX_001321,STORE_06,retail_park,CHK_016,18,2,0,13,11,104,0,normal,0,9.454545454545455,0.0,0.8461538461538461,131.8413407821229,0.7888269292699877,103,895,2,none,0,0.10985468185143976,10.75,6.45,low,OK,0
TX_001322,STORE_02,city,CHK_004,10,2,0,7,9,90,1,normal,0,10.0,0.1111111111111111,1.2857142857142858,79.71461716937355,1.1290275635241727,98,862,0,none,0,0.07033741005192773,23.18,13.91,low,OK,0
TX_001323,STORE_01,city,CHK_039,12,2,0,6,8,106,0,normal,0,13.25,0.0,1.3333333333333333,69.33370535714286,1.5288379505175216,130,896,0,none,0,0.07423927033242173,21.95,13.17,low,OK,0
TX_001324,STORE_03,mall,CHK_013,10,1,0,9,7,61,0,normal,0,8.714285714285714,0.0,0.7777777777777778,98.02662037037037,0.6222799456874668,128,864,1,none,0,0.11643570306367468,8.68,5.21,low,OK,0
TX_001325,STORE_04,mall,CHK_017,20,6,1,10,10,81,0,normal,0,8.1,0.0,1.0,104.49385474860335,0.7751652017707064,117,895,1,none,0,0.07845932181037851,20.63,12.38,low,OK,0
TX_001326,STORE_04,mall,CHK_042,12,4,0,10,9,104,0,normal,0,11.555555555555555,0.0,0.9,104.49385474860335,0.9952738393105366,117,895,1,none,0,0.1279768211561782,5.06,3.04,low,OK,0
TX_001327,STORE_04,mall,CHK_011,13,0,0,10,12,125,1,normal,0,10.416666666666666,0.08333333333333333,1.2,104.49385474860335,1.196242595325164,108,895,1,none,0,0.10315774658450172,12.86,7.72,low,OK,0
TX_001328,STORE_02,city,CHK_009,13,4,0,7,7,104,0,normal,0,14.857142857142858,0.0,1.0,79.71461716937355,1.3046540734057106,126,862,0,none,0,0.09956488624219834,13.99,8.39,low,OK,0
TX_001329,STORE_04,mall,CHK_047,18,1,0,10,11,133,0,normal,0,12.090909090909092,0.0,1.1,104.49385474860335,1.2728021214259746,140,895,1,none,0,0.08937065947664613,17.19,10.31,low,OK,0
TX_001330,STORE_02,city,CHK_001,17,0,0,7,4,37,0,normal,0,9.25,0.0,0.5714285714285714,79.71461716937355,0.4641557761154932,123,862,0,none,0,0.07937715355856895,20.34,12.2,low,OK,0
TX_001331,STORE_05,retail_park,CHK_010,11,0,0,12,10,95,0,normal,0,9.5,0.0,0.8333333333333334,123.53757225433526,0.7689968182668913,124,865,2,none,0,0.12370778506663183,6.4,3.84,low,OK,0
TX_001332,STORE_03,mall,CHK_029,9,2,0,9,9,95,0,normal,0,10.555555555555555,0.0,1.0,98.02662037037037,0.9691245055788418,118,864,1,none,0,0.13015024032500588,4.37,2.62,low,OK,0
TX_001333,STORE_05,retail_park,CHK_044,14,0,0,12,17,31,0,too_fast_for_many_items,1,1.8235294117647058,0.0,1.4166666666666667,123.53757225433526,0.2509358038555119,111,865,2,too_fast,30,0.05762006553448873,27.18,28.31,low,OK,0
TX_001334,STORE_01,city,CHK_006,15,6,1,6,9,60,1,normal,0,6.666666666666667,0.1111111111111111,1.5,69.33370535714286,0.86537997199105,109,896,0,none,0,0.03370188828916132,34.7,20.82,low,OK,0
TX_001335,STORE_01,city,CHK_027,20,6,1,6,3,46,0,normal,0,15.333333333333334,0.0,0.5,69.33370535714286,0.6634579785264716,114,896,0,none,0,0.031121685731672732,35.51,21.31,low,OK,0
TX_001336,STORE_08,hyper,CHK_002,15,4,0,16,23,195,0,normal,0,8.478260869565217,0.0,1.4375,153.91869918699186,1.2669025987745617,104,861,3,none,0,0.06071432032913521,26.2,15.72,low,OK,0
TX_001337,STORE_04,mall,CHK_046,12,0,0,10,11,110,0,normal,0,10.0,0.0,1.1,104.49385474860335,1.0526934838861444,125,895,1,none,0,0.12269449089053025,6.72,4.03,low,OK,0
TX_001338,STORE_07,hyper,CHK_044,18,6,1,15,19,214,1,normal,0,11.263157894736842,0.05263157894736842,1.2666666666666666,149.55452436194895,1.4309162555462471,111,862,3,none,0,0.04254712626524648,31.92,19.15,low,OK,0
TX_001339,STORE_05,retail_park,CHK_032,18,3,0,12,11,155,0,normal,0,14.090909090909092,0.0,0.9166666666666666,123.53757225433526,1.2546790192775594,113,865,2,none,0,0.12447020862522362,6.16,3.7,low,OK,0
TX_001340,STORE_04,mall,CHK_013,11,3,0,10,9,108,0,normal,0,12.0,0.0,0.9,104.49385474860335,1.0335536023609417,128,895,1,none,0,0.12234807130865438,6.83,4.1,low,OK,0
TX_001341,STORE_02,city,CHK_049,11,1,0,7,6,62,2,normal,0,10.333333333333334,0.3333333333333333,0.8571428571428571,79.71461716937355,0.7777745437610967,118,862,0,high_cancel_ratio,15,0.04631079387443904,30.73,24.44,low,OK,0
TX_001342,STORE_06,retail_park,CHK_058,9,1,0,13,13,124,1,normal,0,9.538461538461538,0.07692307692307693,1.0,131.8413407821229,0.9405244156680622,106,895,2,none,0,0.09244422474815034,16.23,9.74,low,OK,0
TX_001343,STORE_08,hyper,CHK_010,19,2,0,16,13,75,0,normal,0,5.769230769230769,0.0,0.8125,153.91869918699186,0.48727023029790834,124,861,3,none,0,0.08410948784988864,18.85,11.31,low,OK,0
TX_001344,STORE_07,hyper,CHK_009,11,3,0,15,20,107,0,normal,0,5.35,0.0,1.3333333333333333,149.55452436194895,0.7154581277731236,126,862,3,none,0,0.08412991692206906,18.84,11.3,low,OK,0
TX_001345,STORE_06,retail_park,CHK_052,19,5,1,13,21,223,1,normal,0,10.619047619047619,0.047619047619047616,1.6153846153846154,131.8413407821229,1.6914269733385312,113,895,2,none,0,0.012996572191404487,41.21,24.73,low,OK,0
TX_001346,STORE_08,hyper,CHK_029,14,4,0,16,17,149,0,normal,0,8.764705882352942,0.0,1.0625,153.91869918699186,0.9680435241918446,118,861,3,none,0,0.11623930742719024,8.75,5.25,low,OK,0
TX_001347,STORE_05,retail_park,CHK_045,9,6,1,12,13,122,0,normal,0,9.384615384615385,0.0,1.0833333333333333,123.53757225433526,0.987553808721692,112,865,2,none,0,0.09325591578728182,15.97,9.58,low,OK,0
TX_001348,STORE_02,city,CHK_016,20,6,1,7,13,100,0,normal,0,7.6923076923076925,0.0,1.8571428571428572,79.71461716937355,1.254475070582414,103,862,0,none,0,0.028286320939997278,36.4,21.84,low,OK,0
TX_001349,STORE_08,hyper,CHK_036,21,2,0,16,22,173,2,normal,0,7.863636363636363,0.09090909090909091,1.375,153.91869918699186,1.1239699978871753,127,861,3,none,0,0.021743410028851606,38.46,23.08,low,OK,0
TX_001350,STORE_03,mall,CHK_046,16,5,1,9,10,105,2,normal,0,10.5,0.2,1.1111111111111112,98.02662037037037,1.0711376114292461,125,864,1,none,0,0.06714444116256585,24.18,14.51,low,OK,0
TX_001351,STORE_06,retail_park,CHK_001,8,4,0,13,11,81,0,normal,0,7.363636363636363,0.0,0.8461538461538461,131.8413407821229,0.6143748199122019,123,895,2,none,0,0.0945674868546551,15.56,9.34,low,OK,0
TX_001352,STORE_05,retail_park,CHK_035,17,1,0,12,9,110,0,normal,0,12.222222222222221,0.0,0.75,123.53757225433526,0.8904173685195583,107,865,2,none,0,0.12526377591295873,5.91,3.55,low,OK,0
TX_001353,STORE_06,retail_park,CHK_022,10,6,1,13,14,116,1,normal,0,8.285714285714286,0.07142857142857142,1.0769230769230769,131.8413407821229,0.8798454211088323,133,895,2,none,0,0.0578940162572974,27.09,16.25,low,OK,0
TX_001354,STORE_05,retail_park,CHK_011,21,1,0,12,11,105,0,normal,0,9.545454545454545,0.0,0.9166666666666666,123.53757225433526,0.8499438517686693,108,865,2,none,0,0.11385985795449255,9.49,5.69,low,OK,0
TX_001355,STORE_04,mall,CHK_037,10,2,0,10,14,132,0,normal,0,9.428571428571429,0.0,1.4,104.49385474860335,1.2632321806633733,144,895,1,none,0,0.07026777530807532,23.2,13.92,low,OK,0
TX_001356,STORE_08,hyper,CHK_048,13,6,1,16,13,147,0,normal,0,11.307692307692308,0.0,0.8125,153.91869918699186,0.9550496513839003,119,861,3,none,0,0.06732941560048694,24.12,14.47,low,OK,0
TX_001357,STORE_07,hyper,CHK_051,13,3,0,15,17,176,1,normal,0,10.352941176470589,0.058823529411764705,1.1333333333333333,149.55452436194895,1.1768283223184088,121,862,3,none,0,0.1034168776200573,12.78,7.67,low,OK,0
TX_001358,STORE_04,mall,CHK_024,8,5,1,10,11,130,0,normal,0,11.818181818181818,0.0,1.1,104.49385474860335,1.2440922991381707,92,895,1,none,0,0.0453663139441573,31.03,18.62,low,OK,0
TX_001359,STORE_03,mall,CHK_009,18,1,0,9,9,88,0,normal,0,9.777777777777779,0.0,1.0,98.02662037037037,0.8977153314835586,126,864,1,none,0,0.13332926593424904,3.37,2.02,low,OK,0
TX_001360,STORE_08,hyper,CHK_043,8,1,0,16,16,152,1,normal,0,9.5,0.0625,1.0,153.91869918699186,0.987534333403761,126,861,3,none,0,0.08093513404671876,19.85,11.91,low,OK,0
TX_001361,STORE_05,retail_park,CHK_014,11,1,0,12,8,75,0,normal,0,9.375,0.0,0.6666666666666666,123.53757225433526,0.6071027512633352,108,865,2,none,0,0.1116337889163509,10.19,6.11,low,OK,0
TX_001362,STORE_04,mall,CHK_053,10,0,0,10,9,83,0,normal,0,9.222222222222221,0.0,0.9,104.49385474860335,0.794305083295909,125,895,1,none,0,0.11714727475628639,8.46,5.08,low,OK,0
TX_001363,STORE_02,city,CHK_043,11,6,1,7,11,81,0,normal,0,7.363636363636363,0.0,1.5714285714285714,79.71461716937355,1.0161248071717552,126,862,0,none,0,0.056408251359686024,27.56,16.54,low,OK,0
TX_001364,STORE_04,mall,CHK_017,15,1,0,10,8,76,0,normal,0,9.5,0.0,0.8,104.49385474860335,0.7273154979576998,117,895,1,none,0,0.12688524854983796,5.4,3.24,low,OK,0
TX_001365,STORE_05,retail_park,CHK_057,11,1,0,12,7,67,1,normal,0,9.571428571428571,0.14285714285714285,0.5833333333333334,123.53757225433526,0.5423451244619127,96,865,2,none,0,0.054120389846861516,28.28,16.97,low,OK,0
TX_001366,STORE_07,hyper,CHK_041,14,4,0,15,20,236,0,normal,0,11.8,0.0,1.3333333333333333,149.55452436194895,1.5780197958360485,122,862,3,none,0,0.06262981964842246,25.6,15.36,low,OK,0
TX_001367,STORE_04,mall,CHK_053,16,5,1,10,24,26,2,too_fast_for_many_items,1,1.0833333333333333,0.08333333333333333,2.4,104.49385474860335,0.24881845982763415,125,895,1,"too_fast, basket_too_large",50,-0.04226194011611861,58.58,55.15,medium,MONITOR,1
TX_001368,STORE_03,mall,CHK_057,17,0,0,9,11,114,1,normal,0,10.363636363636363,0.09090909090909091,1.2222222222222223,98.02662037037037,1.1629494066946102,96,864,1,none,0,0.07725870125631157,21.0,12.6,low,OK,0
TX_001369,STORE_08,hyper,CHK_004,20,5,1,16,18,193,0,normal,0,10.722222222222221,0.0,1.125,153.91869918699186,1.2539087259666175,98,861,3,none,0,0.046153312337518626,30.78,18.47,low,OK,0
TX_001370,STORE_04,mall,CHK_020,21,6,1,10,16,23,5,night_abnormal,1,1.4375,0.3125,1.6,104.49385474860335,0.2201086375398302,122,895,1,"high_cancellations, too_fast, high_cancel_ratio, edge_hour_fast_pattern",100,-0.06309234583174139,65.13,79.08,critical,BLOCK,1
TX_001371,STORE_04,mall,CHK_017,17,3,0,10,12,104,0,normal,0,8.666666666666666,0.0,1.2,104.49385474860335,0.9952738393105366,117,895,1,none,0,0.13279620446610552,3.54,2.12,low,OK,0
TX_001372,STORE_05,retail_park,CHK_044,20,5,1,12,21,199,1,normal,0,9.476190476190476,0.047619047619047616,1.75,123.53757225433526,1.6108459666853827,111,865,2,none,0,0.03434657018276599,34.49,20.69,low,OK,0
TX_001373,STORE_05,retail_park,CHK_046,9,0,0,12,12,103,0,normal,0,8.583333333333334,0.0,1.0,123.53757225433526,0.8337544450683136,125,865,2,none,0,0.12234282868201324,6.83,4.1,low,OK,0
TX_001374,STORE_01,city,CHK_052,15,2,0,6,1,24,1,normal,0,24.0,1.0,0.16666666666666666,69.33370535714286,0.34615198879642,113,896,0,"very_high_cancel_ratio, basket_too_small",40,-0.03630961279500777,56.71,50.03,medium,MONITOR,0
TX_001375,STORE_06,retail_park,CHK_005,8,0,0,13,12,126,0,normal,0,10.5,0.0,0.9230769230769231,131.8413407821229,0.9556941643078697,104,895,2,none,0,0.09001593146891829,16.99,10.19,low,OK,0
TX_001376,STORE_04,mall,CHK_003,13,5,1,10,17,224,1,normal,0,13.176470588235293,0.058823529411764705,1.7,104.49385474860335,2.143666730822694,122,895,1,none,0,0.008299473649435285,42.68,25.61,low,OK,0
TX_001377,STORE_08,hyper,CHK_009,11,0,0,16,17,161,1,normal,0,9.470588235294118,0.058823529411764705,1.0625,153.91869918699186,1.0460067610395098,126,861,3,none,0,0.08144756410565973,19.69,11.81,low,OK,0
TX_001378,STORE_04,mall,CHK_052,17,4,0,10,12,135,1,normal,0,11.25,0.08333333333333333,1.2,104.49385474860335,1.2919420029511772,113,895,1,none,0,0.11119443000944562,10.33,6.2,low,OK,0
TX_001379,STORE_01,city,CHK_010,19,1,0,6,5,63,1,normal,0,12.6,0.2,0.8333333333333334,69.33370535714286,0.9086489705906025,124,896,0,none,0,0.07091140213382058,23.0,13.8,low,OK,0
TX_001380,STORE_06,retail_park,CHK_037,20,3,0,13,2,285,1,too_slow_for_few_items,1,142.5,0.5,0.15384615384615385,131.8413407821229,2.1616891811725623,144,895,2,"extremely_slow, very_high_cancel_ratio, basket_too_small",75,-0.10338068697980152,77.8,76.68,critical,BLOCK,1
TX_001381,STORE_03,mall,CHK_021,15,6,1,9,9,94,0,normal,0,10.444444444444445,0.0,1.0,98.02662037037037,0.9589231949938013,110,864,1,none,0,0.10155360633715266,13.36,8.02,low,OK,0
TX_001382,STORE_05,retail_park,CHK_055,12,3,0,12,6,76,0,normal,0,12.666666666666666,0.0,0.5,123.53757225433526,0.615197454613513,98,865,2,none,0,0.08861577936646337,17.43,10.46,low,OK,0
TX_001383,STORE_06,retail_park,CHK_022,17,4,0,13,9,62,0,normal,0,6.888888888888889,0.0,0.6923076923076923,131.8413407821229,0.4702622078340311,133,895,2,none,0,0.08354294888347252,19.03,11.42,low,OK,0
TX_001384,STORE_04,mall,CHK_060,17,2,0,10,4,43,2,normal,0,10.75,0.5,0.4,104.49385474860335,0.41150745279185647,128,895,1,very_high_cancel_ratio,25,0.014967266366517018,40.59,34.35,low,OK,0
TX_001385,STORE_05,retail_park,CHK_039,10,6,1,12,14,181,2,normal,0,12.928571428571429,0.14285714285714285,1.1666666666666667,123.53757225433526,1.4651413063821823,130,865,2,none,0,0.026700451469622966,36.9,22.14,low,OK,0
TX_001386,STORE_03,mall,CHK_012,13,4,0,9,5,69,1,normal,0,13.8,0.2,0.5555555555555556,98.02662037037037,0.7038904303677903,119,864,1,none,0,0.09343050527397329,15.92,9.55,low,OK,0
TX_001387,STORE_01,city,CHK_020,17,4,0,6,2,44,0,normal,0,22.0,0.0,0.3333333333333333,69.33370535714286,0.6346119794601033,122,896,0,none,0,0.06248718369925421,25.65,15.39,low,OK,0
TX_001388,STORE_04,mall,CHK_042,18,0,0,10,9,118,0,normal,0,13.11111111111111,0.0,0.9,104.49385474860335,1.1292530099869549,117,895,1,none,0,0.11325398721795271,9.69,5.81,low,OK,0
TX_001389,STORE_08,hyper,CHK_013,20,0,0,16,13,130,1,normal,0,10.0,0.07692307692307693,0.8125,153.91869918699186,0.8446017325163745,128,861,3,none,0,0.06631932303883142,24.44,14.66,low,OK,0
TX_001390,STORE_08,hyper,CHK_040,8,3,0,16,16,115,0,normal,0,7.1875,0.0,1.0,153.91869918699186,0.7471476864567927,105,861,3,none,0,0.08622869619560503,18.18,10.91,low,OK,0
TX_001391,STORE_07,hyper,CHK_028,9,2,0,15,13,169,0,normal,0,13.0,0.0,0.8666666666666667,149.55452436194895,1.1300226504080177,125,862,3,none,0,0.09817617035171339,14.43,8.66,low,OK,0
TX_001392,STORE_02,city,CHK_029,11,5,1,7,10,117,0,normal,0,11.7,0.0,1.4285714285714286,79.71461716937355,1.4677358325814245,118,862,0,none,0,0.06968526158611621,23.38,14.03,low,OK,0
TX_001393,STORE_03,mall,CHK_049,20,2,0,9,6,93,0,normal,0,15.5,0.0,0.6666666666666666,98.02662037037037,0.9487218844087609,118,864,1,none,0,0.11179905829024767,10.14,6.08,low,OK,0
TX_001394,STORE_01,city,CHK_027,13,5,1,6,7,94,0,normal,0,13.428571428571429,0.0,1.1666666666666667,69.33370535714286,1.3557619561193117,114,896,0,none,0,0.06910856145451805,23.57,14.14,low,OK,0
TX_001395,STORE_05,retail_park,CHK_037,11,6,1,12,8,66,2,normal,0,8.25,0.25,0.6666666666666666,123.53757225433526,0.5342504211117349,144,865,2,none,0,-0.009902031591873861,48.41,29.05,low,OK,0
TX_001396,STORE_04,mall,CHK_017,10,4,0,10,6,74,0,normal,0,12.333333333333334,0.0,0.6,104.49385474860335,0.7081756164324972,117,895,1,none,0,0.10782161331056295,11.39,6.83,low,OK,0
TX_001397,STORE_01,city,CHK_002,13,4,0,6,8,83,0,normal,0,10.375,0.0,1.3333333333333333,69.33370535714286,1.1971089612542858,104,896,0,none,0,0.08885804508433204,17.36,10.42,low,OK,0
TX_001398,STORE_05,retail_park,CHK_027,8,6,1,12,8,71,0,normal,0,8.875,0.0,0.6666666666666666,123.53757225433526,0.574723937862624,114,865,2,none,0,0.06595172332118782,24.56,14.74,low,OK,0
TX_001399,STORE_04,mall,CHK_015,11,3,0,10,14,169,0,normal,0,12.071428571428571,0.0,1.4,104.49385474860335,1.617319988879622,112,895,1,none,0,0.09195979591274234,16.38,9.83,low,OK,0
TX_001400,STORE_06,retail_park,CHK_032,10,6,1,13,19,145,0,normal,0,7.631578947368421,0.0,1.4615384615384615,131.8413407821229,1.0998067763860404,113,895,2,none,0,0.06227035425684552,25.72,15.43,low,OK,0
TX_001401,STORE_03,mall,CHK_014,10,2,0,9,12,147,1,normal,0,12.25,0.08333333333333333,1.3333333333333333,98.02662037037037,1.4995926560009447,108,864,1,none,0,0.08802356138582296,17.62,10.57,low,OK,0
TX_001402,STORE_02,city,CHK_024,21,4,0,7,1,30,0,normal,0,30.0,0.0,0.14285714285714285,79.71461716937355,0.3763425211747242,92,862,0,basket_too_small,15,-0.020625410374137232,51.78,37.07,low,OK,0
TX_001403,STORE_04,mall,CHK_002,11,1,0,10,9,64,0,normal,0,7.111111111111111,0.0,0.9,104.49385474860335,0.612476208806484,104,895,1,none,0,0.09758716792527489,14.61,8.77,low,OK,0
TX_001404,STORE_05,retail_park,CHK_047,12,0,0,12,14,100,0,normal,0,7.142857142857143,0.0,1.1666666666666667,123.53757225433526,0.8094703350177803,140,865,2,none,0,0.09465496309108973,15.53,9.32,low,OK,0
TX_001405,STORE_02,city,CHK_046,9,6,1,7,3,56,1,normal,0,18.666666666666668,0.3333333333333333,0.42857142857142855,79.71461716937355,0.7025060395261519,125,862,0,high_cancel_ratio,15,-0.0021954504454879675,45.98,33.59,low,OK,0
TX_001406,STORE_01,city,CHK_018,21,3,0,6,6,42,0,normal,0,7.0,0.0,1.0,69.33370535714286,0.605765980393735,112,896,0,none,0,0.07781170277099597,20.83,12.5,low,OK,0
TX_001407,STORE_03,mall,CHK_015,11,2,0,9,2,32,1,normal,0,16.0,0.5,0.2222222222222222,98.02662037037037,0.32644193872129407,112,864,1,"very_high_cancel_ratio, basket_too_small",40,0.020631316312950898,38.81,39.29,low,OK,0
TX_001408,STORE_01,city,CHK_002,18,5,1,6,7,92,0,normal,0,13.142857142857142,0.0,1.1666666666666667,69.33370535714286,1.3269159570529432,104,896,0,none,0,0.05909532799397488,26.71,16.03,low,OK,0
TX_001409,STORE_01,city,CHK_057,18,2,0,6,6,54,0,normal,0,9.0,0.0,1.0,69.33370535714286,0.778841974791945,96,896,0,none,0,0.07330582208974318,22.25,13.35,low,OK,0
TX_001410,STORE_08,hyper,CHK_059,21,6,1,16,19,155,1,normal,0,8.157894736842104,0.05263157894736842,1.1875,153.91869918699186,1.0070251426156773,133,861,3,none,0,0.029761840340969847,35.94,21.56,low,OK,0
TX_001411,STORE_01,city,CHK_042,13,0,0,6,7,96,1,normal,0,13.714285714285714,0.14285714285714285,1.1666666666666667,69.33370535714286,1.38460795518568,117,896,0,none,0,0.06654213673702047,24.37,14.62,low,OK,0
TX_001412,STORE_08,hyper,CHK_004,16,5,1,16,19,187,0,normal,0,9.842105263157896,0.0,1.1875,153.91869918699186,1.2149271075427848,98,861,3,none,0,0.05642071203932081,27.55,16.53,low,OK,0
TX_001413,STORE_03,mall,CHK_022,11,4,0,9,10,85,0,normal,0,8.5,0.0,1.1111111111111112,98.02662037037037,0.8671113997284373,133,864,1,none,0,0.11414571728319767,9.4,5.64,low,OK,0
TX_001414,STORE_05,retail_park,CHK_002,18,1,0,12,21,247,0,normal,0,11.761904761904763,0.0,1.75,123.53757225433526,1.9993917274939172,104,865,2,none,0,0.02501109173625138,37.43,22.46,low,OK,0
TX_001415,STORE_04,mall,CHK_038,10,5,1,10,16,122,1,normal,0,7.625,0.0625,1.6,104.49385474860335,1.1675327730373601,123,895,1,none,0,0.06694022215188877,24.25,14.55,low,OK,0
TX_001416,STORE_02,city,CHK_013,13,3,0,7,7,73,0,normal,0,10.428571428571429,0.0,1.0,79.71461716937355,0.9157668015251622,128,862,0,none,0,0.11470080942446559,9.23,5.54,low,OK,0
TX_001417,STORE_04,mall,CHK_007,18,4,0,10,6,64,1,normal,0,10.666666666666666,0.16666666666666666,0.6,104.49385474860335,0.612476208806484,125,895,1,none,0,0.08614407384214312,18.21,10.93,low,OK,0
TX_001418,STORE_04,mall,CHK_055,12,6,1,10,8,86,1,normal,0,10.75,0.125,0.8,104.49385474860335,0.8230149055837129,98,895,1,none,0,0.050298206516154687,29.48,17.69,low,OK,0
