transaction_id,store_id,checkout_id,nb_items,transaction_duration_sec,nb_cancellations,is_synthetic_fraud,sec_per_item,cancel_ratio,checkout_tx_count,store_tx_count,anomaly_flag,anomaly_score_raw,risk_score
TX_002590,STORE_01,CHK_025,7,158,1,0,22.571428571428573,0.14285714285714285,80,509,0,0.11200814144542115,29.39
TX_000483,STORE_06,CHK_033,17,52,0,0,3.0588235294117645,0.0,121,489,0,0.11202053491619013,29.39
TX_002953,STORE_03,CHK_043,2,135,0,0,67.5,0.0,98,535,0,0.11206817601503255,29.37
TX_004781,STORE_05,CHK_020,18,57,0,0,3.1666666666666665,0.0,94,469,0,0.11227001127365965,29.33
TX_004603,STORE_04,CHK_046,2,100,1,0,50.0,0.5,104,478,0,0.1122722274641183,29.32
TX_000322,STORE_05,CHK_005,11,57,1,0,5.181818181818182,0.09090909090909091,84,469,0,0.11230227467533505,29.32
TX_001582,STORE_10,CHK_043,1,112,0,0,112.0,0.0,98,505,0,0.11245809705244797,29.28
TX_000753,STORE_05,CHK_013,3,68,1,0,22.666666666666668,0.3333333333333333,110,469,0,0.1124590741631219,29.28
TX_003325,STORE_04,CHK_020,1,78,0,0,78.0,0.0,94,478,0,0.11263540784347692,29.24
TX_001908,STORE_04,CHK_044,4,99,0,0,24.75,0.0,125,478,0,0.11265616547035723,29.23
TX_004079,STORE_03,CHK_016,2,130,0,0,65.0,0.0,104,535,0,0.11294952317363449,29.16
TX_003671,STORE_08,CHK_032,1,97,0,0,97.0,0.0,111,509,0,0.1129507375634789,29.16
TX_002203,STORE_05,CHK_008,10,49,1,0,4.9,0.1,85,469,0,0.11300026096779525,29.15
TX_004156,STORE_09,CHK_044,8,70,1,0,8.75,0.125,125,524,0,0.11307882824927096,29.13
TX_002637,STORE_09,CHK_001,5,15,0,0,3.0,0.0,116,524,0,0.11318143098920913,29.1
TX_004332,STORE_05,CHK_046,7,61,2,0,8.714285714285714,0.2857142857142857,104,469,0,0.11329050921809336,29.08
TX_004470,STORE_04,CHK_044,7,123,0,0,17.571428571428573,0.0,125,478,0,0.11328875208237771,29.08
TX_000635,STORE_07,CHK_026,6,121,3,0,20.166666666666668,0.5,103,492,0,0.1134340140031524,29.04
TX_000779,STORE_08,CHK_017,4,139,2,0,34.75,0.5,107,509,0,0.1137813693860526,28.96
TX_004365,STORE_04,CHK_035,14,23,0,0,1.6428571428571428,0.0,114,478,0,0.11389328349744665,28.93
TX_000722,STORE_07,CHK_013,8,19,2,0,2.375,0.25,110,492,0,0.11388754973369558,28.93
TX_001661,STORE_09,CHK_019,1,47,0,0,47.0,0.0,90,524,0,0.11392972075978924,28.92
TX_001126,STORE_05,CHK_043,16,31,0,0,1.9375,0.0,98,469,0,0.11400364965286713,28.9
TX_003446,STORE_05,CHK_030,12,134,0,0,11.166666666666666,0.0,84,469,0,0.11404333593580679,28.89
TX_004136,STORE_03,CHK_050,7,15,1,0,2.142857142857143,0.14285714285714285,102,535,0,0.11418333613961756,28.86
TX_004305,STORE_05,CHK_018,5,19,1,0,3.8,0.2,97,469,0,0.11423239039735994,28.85
TX_004606,STORE_02,CHK_016,3,114,2,0,38.0,0.6666666666666666,104,490,0,0.11426142889381757,28.84
TX_002276,STORE_05,CHK_047,9,183,0,0,20.333333333333332,0.0,95,469,0,0.11435623692172803,28.82
TX_000833,STORE_08,CHK_044,4,105,1,0,26.25,0.25,125,509,0,0.11435874360400022,28.82
TX_001116,STORE_02,CHK_011,5,150,2,0,30.0,0.4,111,490,0,0.11438098540379132,28.81
TX_000870,STORE_09,CHK_020,1,78,0,0,78.0,0.0,94,524,0,0.11444066834527955,28.8
TX_000101,STORE_10,CHK_030,1,62,0,0,62.0,0.0,84,505,0,0.11448211987209223,28.79
TX_001772,STORE_03,CHK_044,10,99,0,0,9.9,0.0,125,535,0,0.11455065423324584,28.77
TX_001947,STORE_09,CHK_033,15,128,0,0,8.533333333333333,0.0,121,524,0,0.11459774118632421,28.76
TX_004678,STORE_03,CHK_030,4,64,1,0,16.0,0.25,84,535,0,0.1148405222576987,28.7
TX_001255,STORE_03,CHK_030,7,44,1,0,6.285714285714286,0.14285714285714285,84,535,0,0.11492162947890627,28.68
TX_004029,STORE_09,CHK_044,8,132,0,0,16.5,0.0,125,524,0,0.11506746051492112,28.65
TX_004222,STORE_03,CHK_029,5,151,1,0,30.2,0.2,90,535,0,0.11503006883230998,28.65
TX_003624,STORE_10,CHK_030,5,86,2,0,17.2,0.4,84,505,0,0.11518602837435732,28.62
TX_001159,STORE_05,CHK_002,18,85,1,0,4.722222222222222,0.05555555555555555,105,469,0,0.11530281343548354,28.59
TX_000690,STORE_01,CHK_013,1,103,0,0,103.0,0.0,110,509,0,0.11531618473266897,28.59
TX_002208,STORE_02,CHK_004,1,97,0,0,97.0,0.0,95,490,0,0.11553889267826511,28.53
TX_000192,STORE_03,CHK_039,17,41,0,0,2.411764705882353,0.0,103,535,0,0.11568453544945423,28.5
TX_002401,STORE_04,CHK_017,1,79,0,0,79.0,0.0,107,478,0,0.11564837778864229,28.5
TX_001803,STORE_05,CHK_015,14,162,0,0,11.571428571428571,0.0,104,469,0,0.11572042158158491,28.49
TX_001264,STORE_05,CHK_050,13,64,2,0,4.923076923076923,0.15384615384615385,102,469,0,0.1156939911813113,28.49
TX_003101,STORE_03,CHK_025,5,63,0,0,12.6,0.0,80,535,0,0.11569480587713327,28.49
TX_001171,STORE_04,CHK_013,1,71,0,0,71.0,0.0,110,478,0,0.11581082790210451,28.47
TX_004682,STORE_07,CHK_033,2,114,0,0,57.0,0.0,121,492,0,0.11588406012459085,28.45
TX_002022,STORE_03,CHK_010,3,99,1,0,33.0,0.3333333333333333,90,535,0,0.11592801517120194,28.44
TX_000675,STORE_03,CHK_047,5,84,2,0,16.8,0.4,95,535,0,0.11594683347091966,28.43
TX_000330,STORE_05,CHK_043,1,20,0,0,20.0,0.0,98,469,0,0.11600713754964398,28.42
TX_002127,STORE_05,CHK_032,8,96,2,0,12.0,0.25,111,469,0,0.11604588535682153,28.41
TX_004847,STORE_05,CHK_046,5,23,1,0,4.6,0.2,104,469,0,0.11614633441928696,28.38
TX_002070,STORE_04,CHK_008,6,156,1,0,26.0,0.16666666666666666,85,478,0,0.11625565867649973,28.36
TX_003341,STORE_03,CHK_035,4,120,1,0,30.0,0.25,114,535,0,0.11638492496279546,28.33
TX_001016,STORE_06,CHK_043,14,177,2,0,12.642857142857142,0.14285714285714285,98,489,0,0.116425983337346,28.32
TX_001835,STORE_08,CHK_048,4,108,2,0,27.0,0.5,113,509,0,0.11643543164485604,28.31
TX_001984,STORE_03,CHK_049,6,72,2,0,12.0,0.3333333333333333,91,535,0,0.11646864772395432,28.31
TX_003672,STORE_05,CHK_012,15,106,1,0,7.066666666666666,0.06666666666666667,87,469,0,0.11649621291652879,28.3
TX_000048,STORE_05,CHK_030,9,150,0,0,16.666666666666668,0.0,84,469,0,0.1165138070616733,28.29
TX_004007,STORE_08,CHK_001,9,35,2,0,3.888888888888889,0.2222222222222222,116,509,0,0.1165339654265361,28.29
TX_002224,STORE_03,CHK_013,11,22,0,0,2.0,0.0,110,535,0,0.11665480155040775,28.26
TX_002694,STORE_03,CHK_032,7,15,0,0,2.142857142857143,0.0,111,535,0,0.1166500158849667,28.26
TX_001431,STORE_03,CHK_048,6,162,0,0,27.0,0.0,113,535,0,0.11673567268828577,28.24
TX_000609,STORE_09,CHK_026,1,76,0,0,76.0,0.0,103,524,0,0.11679456029102209,28.23
TX_003698,STORE_02,CHK_013,6,165,2,0,27.5,0.3333333333333333,110,490,0,0.11678509115975733,28.23
TX_003220,STORE_09,CHK_014,1,76,0,0,76.0,0.0,103,524,0,0.11679456029102209,28.23
TX_002829,STORE_10,CHK_033,13,158,0,0,12.153846153846153,0.0,121,505,0,0.11695331793329039,28.19
TX_004718,STORE_09,CHK_027,7,112,2,0,16.0,0.2857142857142857,86,524,0,0.11700100235664324,28.18
TX_001361,STORE_09,CHK_041,5,137,2,0,27.4,0.4,105,524,0,0.1170595726190668,28.16
TX_004637,STORE_10,CHK_019,2,144,0,0,72.0,0.0,90,505,0,0.11707920964340429,28.16
TX_001640,STORE_03,CHK_038,3,50,1,0,16.666666666666668,0.3333333333333333,92,535,0,0.11712409381942362,28.15
TX_004401,STORE_05,CHK_012,8,35,1,0,4.375,0.125,87,469,0,0.11728437307272577,28.11
TX_000924,STORE_05,CHK_033,8,91,1,0,11.375,0.125,121,469,0,0.11728296682074874,28.11
TX_004341,STORE_09,CHK_029,8,15,1,0,1.875,0.125,90,524,0,0.11729448618198113,28.1
TX_001992,STORE_09,CHK_001,4,152,0,0,38.0,0.0,116,524,0,0.11736400195237817,28.09
TX_004695,STORE_01,CHK_044,6,52,1,0,8.666666666666666,0.16666666666666666,125,509,0,0.11766153207531815,28.02
TX_000484,STORE_01,CHK_044,4,89,1,0,22.25,0.25,125,509,0,0.1177749678923351,27.99
TX_003790,STORE_05,CHK_005,5,82,1,0,16.4,0.2,84,469,0,0.11786544006424854,27.97
TX_001328,STORE_05,CHK_010,2,104,0,0,52.0,0.0,90,469,0,0.1179365500038988,27.95
TX_004498,STORE_09,CHK_027,3,85,1,0,28.333333333333332,0.3333333333333333,86,524,0,0.11793895297512691,27.95
TX_000059,STORE_05,CHK_027,14,105,1,0,7.5,0.07142857142857142,86,469,0,0.1179546158421611,27.94
TX_002801,STORE_07,CHK_022,2,157,0,0,78.5,0.0,106,492,0,0.11801787419389298,27.93
TX_003420,STORE_05,CHK_012,14,126,0,0,9.0,0.0,87,469,0,0.11802289208008926,27.93
TX_002630,STORE_06,CHK_040,2,85,1,0,42.5,0.5,114,489,0,0.11809917523250135,27.91
TX_003930,STORE_01,CHK_013,4,119,2,0,29.75,0.5,110,509,0,0.11815514876618172,27.9
TX_004479,STORE_04,CHK_025,9,139,0,0,15.444444444444445,0.0,80,478,0,0.11814881594447635,27.9
TX_001063,STORE_05,CHK_034,2,95,0,0,47.5,0.0,89,469,0,0.11823004393855224,27.88
TX_001283,STORE_04,CHK_035,1,34,0,0,34.0,0.0,114,478,0,0.11828225403950393,27.86
TX_003849,STORE_06,CHK_010,1,78,0,0,78.0,0.0,90,489,0,0.11837794095275178,27.84
TX_004194,STORE_08,CHK_035,2,144,0,0,72.0,0.0,114,509,0,0.11840400648889293,27.84
TX_003923,STORE_09,CHK_040,19,81,0,0,4.2631578947368425,0.0,114,524,0,0.1183814981145585,27.84
TX_002970,STORE_03,CHK_041,16,143,1,0,8.9375,0.0625,105,535,0,0.11848609146622457,27.82
TX_000945,STORE_10,CHK_030,4,162,0,0,40.5,0.0,84,505,0,0.1184738133283027,27.82
TX_000355,STORE_09,CHK_017,4,160,1,0,40.0,0.25,107,524,0,0.11849240489336904,27.81
TX_002146,STORE_09,CHK_044,7,105,1,0,15.0,0.14285714285714285,125,524,0,0.11856677845738456,27.8
TX_000110,STORE_05,CHK_049,3,98,1,0,32.666666666666664,0.3333333333333333,91,469,0,0.11863177970812822,27.78
TX_001408,STORE_05,CHK_033,5,82,0,0,16.4,0.0,121,469,0,0.11862505193086409,27.78
TX_003861,STORE_04,CHK_025,9,136,0,0,15.11111111111111,0.0,80,478,0,0.11872024330183334,27.76
TX_004797,STORE_03,CHK_037,6,59,2,0,9.833333333333334,0.3333333333333333,99,535,0,0.11874450422189842,27.75
TX_001689,STORE_06,CHK_011,10,24,2,0,2.4,0.2,111,489,0,0.11887128547469467,27.72
TX_004193,STORE_05,CHK_048,10,97,2,0,9.7,0.2,113,469,0,0.11906024441574675,27.68
TX_000087,STORE_09,CHK_011,1,50,0,0,50.0,0.0,111,524,0,0.11906070036436706,27.68
TX_001471,STORE_04,CHK_027,11,17,0,0,1.5454545454545454,0.0,86,478,0,0.11917126197304828,27.65
TX_001499,STORE_05,CHK_004,12,67,2,0,5.583333333333333,0.16666666666666666,95,469,0,0.11917949743935158,27.65
TX_000169,STORE_04,CHK_013,6,59,2,0,9.833333333333334,0.3333333333333333,110,478,0,0.11915707073688558,27.65
TX_001806,STORE_03,CHK_001,10,158,0,0,15.8,0.0,116,535,0,0.11923386839993971,27.63
TX_001800,STORE_06,CHK_032,1,92,0,0,92.0,0.0,111,489,0,0.11923100718260254,27.63
TX_001810,STORE_05,CHK_021,4,32,1,0,8.0,0.25,101,469,0,0.1192760494873158,27.62
TX_000950,STORE_09,CHK_044,5,82,0,0,16.4,0.0,125,524,0,0.11939684634091324,27.59
TX_001994,STORE_08,CHK_034,2,92,1,0,46.0,0.5,89,509,0,0.11947168532646452,27.58
TX_003060,STORE_09,CHK_044,13,88,0,0,6.769230769230769,0.0,125,524,0,0.11943871808638035,27.58
TX_000307,STORE_09,CHK_044,8,85,1,0,10.625,0.125,125,524,0,0.1194759139937775,27.57
TX_003050,STORE_06,CHK_044,12,65,1,0,5.416666666666667,0.08333333333333333,125,489,0,0.11959574091945219,27.55
TX_002886,STORE_07,CHK_003,1,100,0,0,100.0,0.0,97,492,0,0.1196228473804582,27.54
TX_004198,STORE_05,CHK_009,18,103,1,0,5.722222222222222,0.05555555555555555,98,469,0,0.11975706271373382,27.51
TX_002533,STORE_03,CHK_025,6,71,0,0,11.833333333333334,0.0,80,535,0,0.11976022833495542,27.51
TX_003606,STORE_09,CHK_031,13,168,1,0,12.923076923076923,0.07692307692307693,113,524,0,0.11972470739724617,27.51
TX_000304,STORE_07,CHK_020,1,94,0,0,94.0,0.0,94,492,0,0.12000251710864801,27.45
TX_002570,STORE_08,CHK_036,2,108,1,0,54.0,0.5,109,509,0,0.12001546735674623,27.44
TX_003322,STORE_06,CHK_041,2,113,1,0,56.5,0.5,105,489,0,0.12003741091520681,27.44
TX_004543,STORE_05,CHK_001,5,127,1,0,25.4,0.2,116,469,0,0.12004818702487546,27.44
TX_004072,STORE_07,CHK_042,8,62,3,0,7.75,0.375,95,492,0,0.12005712792911982,27.43
TX_001893,STORE_02,CHK_044,7,145,0,0,20.714285714285715,0.0,125,490,0,0.12013067402543748,27.42
TX_002272,STORE_07,CHK_044,9,150,0,0,16.666666666666668,0.0,125,492,0,0.12010236993716339,27.42
TX_003743,STORE_03,CHK_043,11,52,2,0,4.7272727272727275,0.18181818181818182,98,535,0,0.12009304938844445,27.42
TX_004872,STORE_05,CHK_033,6,65,0,0,10.833333333333334,0.0,121,469,0,0.12019390252766537,27.4
TX_001272,STORE_06,CHK_044,11,138,0,0,12.545454545454545,0.0,125,489,0,0.120278347899539,27.38
TX_004376,STORE_10,CHK_008,1,22,0,0,22.0,0.0,85,505,0,0.12035915081014431,27.36
TX_001270,STORE_06,CHK_030,6,64,2,0,10.666666666666666,0.3333333333333333,84,489,0,0.12045896356832742,27.34
TX_000993,STORE_03,CHK_009,3,125,1,0,41.666666666666664,0.3333333333333333,98,535,0,0.12046703083284893,27.33
TX_003273,STORE_05,CHK_001,9,27,0,0,3.0,0.0,116,469,0,0.12054162586942585,27.32
TX_001110,STORE_05,CHK_023,2,117,0,0,58.5,0.0,98,469,0,0.12055150948929078,27.31
TX_002669,STORE_10,CHK_037,1,103,0,0,103.0,0.0,99,505,0,0.12062300892655997,27.3
TX_000784,STORE_07,CHK_003,1,101,0,0,101.0,0.0,97,492,0,0.12065847525772622,27.29
TX_003824,STORE_02,CHK_033,4,20,0,0,5.0,0.0,121,490,0,0.12073167312417227,27.27
TX_003534,STORE_08,CHK_044,8,141,1,0,17.625,0.125,125,509,0,0.12073617446281554,27.27
TX_004654,STORE_04,CHK_031,15,91,2,0,6.066666666666666,0.13333333333333333,113,478,0,0.12081469925353544,27.25
TX_000754,STORE_06,CHK_009,7,210,1,0,30.0,0.14285714285714285,98,489,0,0.12084986672434633,27.24
TX_000726,STORE_05,CHK_033,10,117,0,0,11.7,0.0,121,469,0,0.12101204789519865,27.2
TX_004017,STORE_09,CHK_044,5,88,0,0,17.6,0.0,125,524,0,0.12124552233075492,27.14
TX_004659,STORE_08,CHK_011,14,15,1,1,1.0714285714285714,0.07142857142857142,111,509,0,0.12127368072208333,27.14
TX_003488,STORE_02,CHK_006,11,64,3,0,5.818181818181818,0.2727272727272727,102,490,0,0.12135052466835161,27.12
TX_003724,STORE_02,CHK_001,4,24,1,0,6.0,0.25,116,490,0,0.12157014813983347,27.07
TX_000656,STORE_03,CHK_014,6,177,0,0,29.5,0.0,103,535,0,0.12153839439004838,27.07
TX_004326,STORE_07,CHK_022,8,128,3,0,16.0,0.375,106,492,0,0.12160856539293646,27.06
TX_002711,STORE_09,CHK_038,2,127,0,0,63.5,0.0,92,524,0,0.12173379301778736,27.03
TX_000537,STORE_05,CHK_039,14,104,2,0,7.428571428571429,0.14285714285714285,103,469,0,0.12177984436479927,27.01
TX_002163,STORE_09,CHK_005,2,99,0,0,49.5,0.0,84,524,0,0.1219630684959861,26.97
TX_002370,STORE_08,CHK_016,1,97,0,0,97.0,0.0,104,509,0,0.12196220915183792,26.97
TX_004527,STORE_05,CHK_020,18,95,0,0,5.277777777777778,0.0,94,469,0,0.12200368218549895,26.96
TX_000565,STORE_09,CHK_031,13,67,2,0,5.153846153846154,0.15384615384615385,113,524,0,0.12200368961583291,26.96
TX_000882,STORE_07,CHK_012,1,64,0,0,64.0,0.0,87,492,0,0.12201850547865539,26.96
TX_000310,STORE_05,CHK_036,8,15,0,0,1.875,0.0,109,469,0,0.12214481900904117,26.93
TX_001897,STORE_03,CHK_032,8,117,2,0,14.625,0.25,111,535,0,0.1221901018798967,26.92
TX_000940,STORE_08,CHK_017,1,93,0,0,93.0,0.0,107,509,0,0.12217384429914047,26.92
TX_002339,STORE_02,CHK_019,20,141,0,0,7.05,0.0,90,490,0,0.12219964241542258,26.91
TX_003473,STORE_10,CHK_005,1,39,0,0,39.0,0.0,84,505,0,0.12231129392650053,26.89
TX_001684,STORE_03,CHK_035,12,40,0,0,3.3333333333333335,0.0,114,535,0,0.12236685383715246,26.87
TX_004980,STORE_07,CHK_007,16,184,0,0,11.5,0.0,95,492,0,0.12238019576856074,26.87
TX_002195,STORE_10,CHK_044,3,98,0,0,32.666666666666664,0.0,125,505,0,0.12244977528430817,26.85
TX_001799,STORE_08,CHK_009,1,105,0,0,105.0,0.0,98,509,0,0.12248921470674695,26.84
TX_001509,STORE_03,CHK_049,7,71,2,0,10.142857142857142,0.2857142857142857,91,535,0,0.1225113278065676,26.84
TX_002313,STORE_03,CHK_040,6,144,1,0,24.0,0.16666666666666666,114,535,0,0.12253925628594009,26.83
TX_004456,STORE_09,CHK_020,5,71,2,0,14.2,0.4,94,524,0,0.12253943797683631,26.83
TX_003601,STORE_02,CHK_049,3,152,1,0,50.666666666666664,0.3333333333333333,91,490,0,0.12271257512235995,26.79
TX_003711,STORE_05,CHK_045,2,101,0,0,50.5,0.0,91,469,0,0.1228347234563612,26.76
TX_004195,STORE_07,CHK_008,10,43,2,0,4.3,0.2,85,492,0,0.12282279179756556,26.76
TX_003388,STORE_01,CHK_024,2,99,1,0,49.5,0.5,92,509,0,0.12281082103365365,26.76
TX_002534,STORE_01,CHK_025,2,54,0,0,27.0,0.0,80,509,0,0.12298603777483091,26.72
TX_001526,STORE_03,CHK_040,2,98,0,0,49.0,0.0,114,535,0,0.12303348348581383,26.71
TX_002611,STORE_04,CHK_038,19,108,1,0,5.684210526315789,0.05263157894736842,92,478,0,0.12308302592976306,26.7
TX_000234,STORE_05,CHK_001,9,43,1,0,4.777777777777778,0.1111111111111111,116,469,0,0.12315376409971568,26.68
TX_001135,STORE_09,CHK_025,4,63,0,0,15.75,0.0,80,524,0,0.12320762410741531,26.67
TX_003367,STORE_01,CHK_025,16,87,0,0,5.4375,0.0,80,509,0,0.1232521845529595,26.66
TX_003630,STORE_03,CHK_007,4,142,1,0,35.5,0.25,95,535,0,0.12333581030044055,26.64
TX_001359,STORE_05,CHK_045,2,97,0,0,48.5,0.0,91,469,0,0.12344190226807383,26.61
TX_001765,STORE_06,CHK_033,4,123,1,0,30.75,0.25,121,489,0,0.12345010216107954,26.61
TX_001973,STORE_05,CHK_006,3,57,1,0,19.0,0.3333333333333333,102,469,0,0.12342909967639298,26.61
TX_003896,STORE_01,CHK_040,4,18,1,0,4.5,0.25,114,509,0,0.12346684223668503,26.61
TX_003903,STORE_03,CHK_033,9,97,1,0,10.777777777777779,0.1111111111111111,121,535,0,0.12343676096923034,26.61
TX_000440,STORE_02,CHK_012,2,128,0,0,64.0,0.0,87,490,0,0.12353150569693505,26.59
TX_004089,STORE_01,CHK_043,11,15,2,0,1.3636363636363635,0.18181818181818182,98,509,0,0.1236236378318093,26.57
TX_001086,STORE_07,CHK_004,12,202,1,0,16.833333333333332,0.08333333333333333,95,492,0,0.12360569667007076,26.57
TX_003472,STORE_07,CHK_035,7,198,0,0,28.285714285714285,0.0,114,492,0,0.12365119887380749,26.56
TX_003598,STORE_09,CHK_035,14,43,1,0,3.0714285714285716,0.07142857142857142,114,524,0,0.12369392611336932,26.55
TX_000047,STORE_06,CHK_013,2,51,1,0,25.5,0.5,110,489,0,0.12376590048313801,26.53
TX_000084,STORE_03,CHK_033,12,103,0,0,8.583333333333334,0.0,121,535,0,0.12383074600888266,26.52
TX_002975,STORE_02,CHK_031,2,65,1,0,32.5,0.5,113,490,0,0.12395576742861975,26.49
TX_002399,STORE_01,CHK_049,4,120,2,0,30.0,0.5,91,509,0,0.12395015361071132,26.49
TX_001549,STORE_07,CHK_035,8,32,2,0,4.0,0.25,114,492,0,0.12400433523981913,26.47
TX_004663,STORE_06,CHK_020,2,106,1,0,53.0,0.5,94,489,0,0.12402291272189614,26.47
TX_002320,STORE_10,CHK_040,1,77,0,0,77.0,0.0,114,505,0,0.12406060713262762,26.46
TX_001326,STORE_07,CHK_033,12,148,1,0,12.333333333333334,0.08333333333333333,121,492,0,0.12408270959082301,26.46
TX_004418,STORE_08,CHK_017,1,92,0,0,92.0,0.0,107,509,0,0.12410363693616339,26.45
TX_003647,STORE_09,CHK_003,18,43,0,0,2.388888888888889,0.0,97,524,0,0.1241139941965394,26.45
TX_003319,STORE_06,CHK_021,22,44,1,1,2.0,0.045454545454545456,101,489,0,0.12414508624002057,26.44
TX_002361,STORE_09,CHK_034,10,15,0,0,1.5,0.0,89,524,0,0.12419138124795054,26.43
TX_003782,STORE_01,CHK_021,1,95,0,0,95.0,0.0,101,509,0,0.12421417186053196,26.42
TX_002433,STORE_09,CHK_005,15,84,1,0,5.6,0.06666666666666667,84,524,0,0.12437902550128321,26.38
TX_004271,STORE_06,CHK_033,13,46,1,0,3.5384615384615383,0.07692307692307693,121,489,0,0.12454276891559352,26.34
TX_002082,STORE_10,CHK_023,4,49,2,0,12.25,0.5,98,505,0,0.12456419898447613,26.34
TX_002432,STORE_09,CHK_046,11,16,1,0,1.4545454545454546,0.09090909090909091,104,524,0,0.1246510801540337,26.32
TX_004392,STORE_06,CHK_044,5,104,1,0,20.8,0.2,125,489,0,0.12486348534458025,26.27
TX_004402,STORE_05,CHK_004,7,95,2,0,13.571428571428571,0.2857142857142857,95,469,0,0.12493949361776685,26.25
TX_002410,STORE_02,CHK_027,14,125,2,0,8.928571428571429,0.14285714285714285,86,490,0,0.12498233110593815,26.24
TX_001385,STORE_06,CHK_043,18,28,1,1,1.5555555555555556,0.05555555555555555,98,489,0,0.12497102127888016,26.24
TX_004782,STORE_04,CHK_033,3,100,0,0,33.333333333333336,0.0,121,478,0,0.12501029219326654,26.23
TX_003494,STORE_09,CHK_022,2,129,0,0,64.5,0.0,106,524,0,0.12506905309057814,26.22
TX_002861,STORE_07,CHK_050,14,99,3,0,7.071428571428571,0.21428571428571427,102,492,0,0.12503587753463563,26.22
TX_000585,STORE_05,CHK_027,12,105,1,0,8.75,0.08333333333333333,86,469,0,0.1251030896086996,26.21
TX_003010,STORE_05,CHK_035,2,81,0,0,40.5,0.0,114,469,0,0.1251737449378979,26.19
TX_000655,STORE_09,CHK_031,8,62,2,0,7.75,0.25,113,524,0,0.1252299303391154,26.18
TX_000218,STORE_05,CHK_030,3,57,0,0,19.0,0.0,84,469,0,0.12525747549001526,26.17
TX_000930,STORE_08,CHK_046,17,17,0,1,1.0,0.0,104,509,0,0.12527520096347783,26.17
TX_002774,STORE_09,CHK_033,5,82,1,0,16.4,0.2,121,524,0,0.12530145071787502,26.16
TX_002400,STORE_06,CHK_035,1,60,0,0,60.0,0.0,114,489,0,0.1253973370806583,26.14
TX_004775,STORE_09,CHK_021,13,183,1,0,14.076923076923077,0.07692307692307693,101,524,0,0.12543567580974863,26.13
TX_002681,STORE_05,CHK_036,8,29,1,0,3.625,0.125,109,469,0,0.125429153290111,26.13
TX_002434,STORE_10,CHK_040,19,64,1,0,3.3684210526315788,0.05263157894736842,114,505,0,0.12546319378267595,26.12
TX_003412,STORE_09,CHK_038,7,148,2,0,21.142857142857142,0.2857142857142857,92,524,0,0.1254730227575817,26.12
TX_003117,STORE_05,CHK_015,7,177,0,0,25.285714285714285,0.0,104,469,0,0.12551765830119727,26.11
TX_001980,STORE_08,CHK_026,2,114,1,0,57.0,0.5,103,509,0,0.12551936176636275,26.11
TX_004758,STORE_05,CHK_022,12,110,2,0,9.166666666666666,0.16666666666666666,106,469,0,0.12563118464770268,26.08
TX_000998,STORE_03,CHK_030,7,52,1,0,7.428571428571429,0.14285714285714285,84,535,0,0.1256199235778661,26.08
TX_003749,STORE_04,CHK_031,4,31,1,0,7.75,0.25,113,478,0,0.1256873284323416,26.07
TX_004132,STORE_09,CHK_025,12,119,0,0,9.916666666666666,0.0,80,524,0,0.12577421657260907,26.04
TX_000968,STORE_02,CHK_033,4,61,1,0,15.25,0.25,121,490,0,0.12583927682770896,26.03
TX_001256,STORE_03,CHK_011,16,106,1,0,6.625,0.0625,111,535,0,0.12596001391638806,26.0
TX_001132,STORE_06,CHK_036,2,98,1,0,49.0,0.5,109,489,0,0.12600861928253893,25.99
TX_000960,STORE_03,CHK_011,2,107,0,0,53.5,0.0,111,535,0,0.12605700336679732,25.98
TX_004404,STORE_05,CHK_023,9,62,2,0,6.888888888888889,0.2222222222222222,98,469,0,0.1260343479800103,25.98
TX_004489,STORE_04,CHK_012,10,108,2,0,10.8,0.2,87,478,0,0.12627559617771167,25.92
TX_004048,STORE_09,CHK_025,7,128,0,0,18.285714285714285,0.0,80,524,0,0.12626958804144556,25.92
TX_004448,STORE_05,CHK_048,4,104,1,0,26.0,0.25,113,469,0,0.12633227979257994,25.91
TX_000798,STORE_04,CHK_044,9,106,0,0,11.777777777777779,0.0,125,478,0,0.12634638181315017,25.91
TX_001161,STORE_03,CHK_030,9,42,0,0,4.666666666666667,0.0,84,535,0,0.1264444812375884,25.88
TX_004548,STORE_09,CHK_044,12,98,0,0,8.166666666666666,0.0,125,524,0,0.12670746182643883,25.82
TX_002660,STORE_08,CHK_033,15,76,1,0,5.066666666666666,0.06666666666666667,121,509,0,0.1267002031784854,25.82
TX_002192,STORE_02,CHK_011,2,96,1,0,48.0,0.5,111,490,0,0.12689021487842017,25.77
TX_001040,STORE_10,CHK_044,6,130,0,0,21.666666666666668,0.0,125,505,0,0.12698658363670556,25.75
TX_004681,STORE_03,CHK_012,4,82,1,0,20.5,0.25,87,535,0,0.12702833118303414,25.74
TX_004628,STORE_10,CHK_044,8,137,0,0,17.125,0.0,125,505,0,0.12705009202339101,25.73
TX_000159,STORE_08,CHK_013,2,87,1,0,43.5,0.5,110,509,0,0.12717370498032743,25.7
TX_003248,STORE_05,CHK_020,15,54,1,0,3.6,0.06666666666666667,94,469,0,0.1272253647894282,25.69
TX_003020,STORE_05,CHK_008,6,136,0,0,22.666666666666668,0.0,85,469,0,0.12726950944497123,25.68
TX_001410,STORE_09,CHK_016,5,126,2,0,25.2,0.4,104,524,0,0.12726596356905,25.68
